Country,Year,Date,Holiday_Name,Local_Name,Type,Description
US,2035,2035-09-23,International Day of Sign Languages,,United Nations observance,International Day of Sign Languages is a United Nations observance in the USA
US,2035,2035-09-26,International Day for the Total Elimination of Nuclear Weapons,,United Nations observance,The International Day for the Total Elimination of Nuclear Weapons raises awareness about the dangers of nuclear weapons.
US,2035,2035-09-27,World Maritime Day,,United Nations observance,"World Maritime Day is held on the last week of September each year, although the exact date is up to individual governments around the world."
US,2035,2035-09-27,World Tourism Day,,United Nations observance,The United Nations’ (UN) World Tourism Day is annually held on September 27 to raise awareness on the benefits of tourism.
US,2035,2035-09-28,International Day for Universal Access to Information,,United Nations observance,International Day for Universal Access to Information is a United Nations observance in the USA
US,2035,2035-09-28,World Rabies Day,,Worldwide observance,World Rabies Day is annually observed on September 28 to raise awareness about rabies and how it can be prevented.
US,2035,2035-09-29,International Day of Awareness of Food Loss and Waste,,United Nations observance,International Day of Awareness of Food Loss and Waste is a United Nations observance in the USA
US,2035,2035-09-29,World Heart Day,,Worldwide observance,World Heart Day raises awareness of cardiovascular diseases and ways to reduce their risk.
US,2035,2035-09-30,Gold Star Mother's Day,,Observance,Gold Star Mother’s Day is annually observed in the United States on the last Sunday of September.
US,2035,2035-09-30,International Translation Day,,United Nations observance,International Translation Day is a United Nations observance in the USA
US,2035,2035-09-30,Isra and Mi'raj,,Muslim,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned."
US,2035,2035-10-01,Child Health Day,,Observance,Child Health Day is annually celebrated in the United States on the first Monday of October.
US,2035,2035-10-01,International Day of Older Persons,,United Nations observance,The United Nations' (UN) International Day of Older Persons is celebrated on October 1 each year as a special day for older persons worldwide.
US,2035,2035-10-01,World Habitat Day,,United Nations observance,The United Nations’ (UN) World Habitat Day reflects on the state of human settlements and people’s right to sufficient shelter.
US,2035,2035-10-01,World Vegetarian Day,,Worldwide observance,"World Vegetarian Day is an annual observation that spreads awareness about the health, environmental, and ethical benefits of following a vegetarian lifestyle. The unofficial holiday encourages people to avoid eating foods that include animal products and to adopt a plant-based diet."
US,2035,2035-10-02,International Day of Non-Violence,,United Nations observance,The United Nations’ (UN) International Day of Non-Violence is a globally observed on October 2 each year to promote non-violence.
US,2035,2035-10-04,Feast of St Francis of Assisi,,Christian,"Many Catholics in the United States, particularly those with pets, celebrate the Feast of St Francis of Assisi, the patron saint of animals and the environment, on October 4 each year."
US,2035,2035-10-04,Rosh Hashana,,Hebrew,Rosh Hashanah is the Jewish New Year. Many Jewish-run organizations in the US are closed during the two-day celebration.
US,2035,2035-10-05,World Teachers' Day,,United Nations observance,The United Nations' (UN) World Teachers' Day commemorates the work of teachers and their contributions to society. It is observed on October 5 each year.
US,2035,2035-10-06,German American Day,,Observance,German American Day is a observance in the USA
US,2035,2035-10-06,World Cerebral Palsy Day,,Worldwide observance,"World Cerebral Palsy Day is an annual awareness observation that brings together people with cerebral palsy, their families and loved ones, and organizations working to ensure equal rights for them."
US,2035,2035-10-08,Columbus Day,,National holiday,Columbus Day celebrates 15th century explorer Christopher Columbus's arrival in America in 1492.
US,2035,2035-10-09,Leif Erikson Day,,Observance,Leif Erikson Day honors the first Scandinavian known to have set foot on American soil and the contribution of the Nordic peoples to the United States.
US,2035,2035-10-09,World Post Day,,United Nations observance,World Post Day marks the anniversary of the Universal Postal Union's establishment in 1874. It is held on October 9 each year.
US,2035,2035-10-10,International Day for Natural Disaster Reduction,,United Nations observance,The United Nations’ (UN) International Day for Natural Disaster Reduction is annually observed on the second Wednesday of October to promote a global culture of natural disaster risk reduction.
US,2035,2035-10-10,World Mental Health Day,,United Nations observance,"World Mental Health Day, which is supported by the United Nations (UN), is annually held on October 10 to raise public awareness about mental health issues worldwide."
US,2035,2035-10-11,International Day of the Girl Child,,United Nations observance,The International Day of the Girl Child is a United Nations (UN) observance on October 11 each year.
US,2035,2035-10-11,World Sight Day,,Worldwide observance,World Sight Day is annually held on the second Thursday of October to raise awareness about blindness and vision impairment.
US,2035,2035-10-13,Navy Birthday,,Observance,"Navy Birthday celebrates the establishment of the United States Navy on October 13, 1775."
US,2035,2035-10-13,World Migratory Bird Day,,United Nations observance,World Migratory Bird Day is observed the second weekend of May every year.
US,2035,2035-10-13,Yom Kippur,,Hebrew,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.
US,2035,2035-10-15,International Day of Rural Women,,United Nations observance,The United Nations’ (UN) International Day of Rural Women is annually celebrated on October 15 to recognize rural women’s role in supporting their communities.
US,2035,2035-10-15,White Cane Safety Day,,Observance,White Cane Safety Day is a United States observance annually held on October 15 to celebrate blind and visually impaired people's achievements and the importance of the white cane.
US,2035,2035-10-16,Boss's Day,,Observance,"Boss’s Day is observed in many workplaces in the United States on October 16, or the nearest working day, each year."
US,2035,2035-10-16,World Food Day,,United Nations observance,World Food Day is celebrated on October 16 each year.
US,2035,2035-10-17,International Day for the Eradication of Poverty,,United Nations observance,The United Nations’ (UN) International Day for the Eradication of Poverty is annually observed on October 17 to promote awareness of the need to eradicate poverty worldwide.
US,2035,2035-10-18,First Day of Sukkot,,Hebrew,"The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in many countries, including the United States."
US,2035,2035-10-20,Sweetest Day,,Observance,Sweetest Day is a observance in the USA
